id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
5740,Freelance Creative. Making Ads and Waves at https://t.co/b5TDT5Aw3J | Thinking by Making | Noisemaker at https://t.co/gZPxLFK0sW | Digital Art https://t.co/QKZQcOmdEU,amsterdam,🤯 bolsonaro’s corona-beleid bedreigt de hele wereld via,1382423334189740035,2021-04-14 19:59:41,0,Amsterdam,2021-04-14,Bolsonaro’s corona policy is threatening the world through,0.327,0.673,0.0,-0.5267,negative
5755,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl",de overheid verbiedt artsen hcq te gebruiken bij patiënten met covid verschijnselen.,1382422822841094147,2021-04-14 19:57:39,0,Amsterdam,2021-04-14,the government bans doctors from using HCQ in patients with covid symptoms.,0.0,1.0,0.0,0.0,neutral
5781,"Luistert, denkt, praat, schrijft I muziek/dramaturgie/regie/advies I @Brabant l @dutchcomposersnow I @WaardevanKunst I","utrecht, netherlands",'met sadistisch genoegen laat president bolsonaro het volk sterven. gevolg: brazilië bedreigt nu de hele wereld.’,1382421884973764612,2021-04-14 19:53:56,0,Utrecht,2021-04-14,"it is with sadistic pleasure that President Bolsonaro allows the people to die. result: Brazil is now threatening the whole world. """,0.252,0.621,0.128,-0.5574,negative
5786,Kritisch wetenschapsjournalist. Medisch bioloog. Infectieziektenepidemiologie. Global health. AAAS Kavli Award. VK/Science/Quest/deGroene/Newscientist/Nieuwsuur,amsterdam,maar de ministers verwoorden het nu wel zo. zie grapperhaus in dit item.,1382421810889826306,2021-04-14 19:53:38,0,Amsterdam,2021-04-14,but the ministers now put it that way. see grapperhaus in this item.,0.0,1.0,0.0,0.0,neutral
5794,Laat je mening niet je doel in de weg staan.,utrecht,corona besmettingen kunnen ook gedetecteerd worden via de waterleiding. bill gates wast zijn handen ook. 🤯,1382421548561276928,2021-04-14 19:52:35,0,Utrecht,2021-04-14,corona infections can also be detected via the water supply. bill gates washes his hands too. 🤯,0.0,1.0,0.0,0.0,neutral
5795,"Observing this #plutocracy. Gezondheid lijkt vanzelfsprekend, tot je die verliest. #LongCovid #PASC since the 8th march 2020 #MECVS diagnose Jan 2021 #ZeroCovid","van galenbuurt, amsterdam","dank je, ik ga het bekijken en inlezen.",1382421542458564614,2021-04-14 19:52:34,0,Amsterdam,2021-04-14,"thank you, I am going to view and read it.",0.0,0.762,0.238,0.3612,positive
5799,Ik ben liever eigenwijs dan eigendom | De meerderheid maakt geen waarheid | Dyslexcie uitgevonden.,"rotterdam, nederland",de kinderen van #ruinerwold op #npo1 wat een bizar verhaal. maar ik voel nu zoveel parallelle met het huidige #corona maatregelen. de psychologisch gijzeling en de onderwerping. 😞 #ruttedoctrine,1382421304545005570,2021-04-14 19:51:37,0,Rotterdam,2021-04-14,the children of #ruinerwold on # npo1 what a bizarre story. but I now feel so much parallel with the current #corona measures. the psychological hostage taking and the submission. 😞 #ruttedoctrine,0.058,0.942,0.0,-0.1655,negative
5801,vkm sport politiek humor anti EU pro Europa vader 2 prachtige dochters. Kritisch over immigratie- en klimaatbeleid dus ik zal wel niet deugen.,"utrecht, nederland",bij de denen is een corona-persconf een stuk minder saai. 🤔👇,1382421254993555460,2021-04-14 19:51:25,0,Utrecht,2021-04-14,"with the danes, a corona press conf is a lot less boring. 🤔👇",0.167,0.833,0.0,-0.2516,negative
5805,"B-abel-one.
Bedrijfskundige Informatica (HBO), Geschiedenis, Erasmus (heel even!)
Als ik nog niet terug volg even aangeven.
We/us. Wij/ons","rotterdam, nederland","steeds meer mensen gaan nu wel doorkrijgen dat er niets van klopt en dat moeten de zogenaamde ""experts"" ook wel weten. wat gaan ze daarop verzinnen? #corona",1382421122214461447,2021-04-14 19:50:54,1,Rotterdam,2021-04-14,"more and more people are now starting to realize that nothing is right and the so-called ""experts"" should also know that. what are they going to come up with? #corona",0.0,1.0,0.0,0.0,neutral
5807,Twitterethicus des Vaderlands.,"utrecht, the netherlands",het blijft me verbazen hoe mensen het opschalen van ic-capaciteit zien als oplossing voor de corona-crisis. in plaats van ic-opname te zien als iets wat je zoveel mogelijk wilt vermijden.,1382421052073123846,2021-04-14 19:50:37,70,Utrecht,2021-04-14,it never ceases to amaze me how people see scaling up ic capacity as a solution to the corona crisis. instead of seeing ic recording as something you want to avoid as much as possible.,0.219,0.695,0.086,-0.7615,negative
5841,"Bassist for @aafkeromeijn, Tyranni Flock and Violet Hour, @EichAmps artist and bass teacher. Host of Basgasten - de podcast. Cats on Insta @poesonderweg",amsterdam,kan niet heb corona,1382419960782331908,2021-04-14 19:46:17,0,Amsterdam,2021-04-14,can't have corona,0.0,1.0,0.0,0.0,neutral
5842,"Vastgoed. Voorzieningen, wonen, zorg. CPO. Eigenaar https://t.co/hu8cCueWRy | Associé Fakton | Partner Cooper Feldman | Projectmaker Knarrenhof | Toezichthouder.",utrecht,"onbekend of dit ook ons voorland is, maar het geeft ook weer kansen voor mixed-use transformatie, met aanvullende functies voor centrumgebieden, bijv. cultuur, zorg, wonen, vermaak.",1382419919489351681,2021-04-14 19:46:07,0,Utrecht,2021-04-14,"unknown whether this is also our foreland, but it also offers opportunities for mixed-use transformation, with additional functions for central areas, such as culture, care, housing, entertainment.",0.0,0.678,0.322,0.9081,positive
5850,Ondernemer - lid FvD - PVV / #klaarmetRutte,"rotterdam, nederland",geld laat mensen over lijken gaan. het covid tijdperk heeft dat nogmaals glashard duidelijk gemaakt.,1382419704984272899,2021-04-14 19:45:16,0,Rotterdam,2021-04-14,money makes people pass corpses. the covid era has made this crystal clear once again.,0.0,0.843,0.157,0.3818,positive
5853,Officieel Twitteraccount van het AD Utrechts Nieuwsblad. Tips? Mail un.stad@ad.nl.,"vredenburg 24, utrecht","gemeente nieuwegein doet onderzoek naar het jeugdbeleid, nu corona de jeugd hard raakt",1382419637405618183,2021-04-14 19:45:00,1,Utrecht,2021-04-14,"Nieuwegein municipality is researching youth policy, now that corona is hitting youth hard",0.104,0.896,0.0,-0.1027,negative
5857,Algemeen directeur veiligheidsregio / regionaal commandant brandweer Rotterdam-Rijnmond. Landelijk commandant USAR.,rotterdam-rijnmond,"vanavond 2e corona verantwoordingsbijeekomst raadsleden en veel vragen over o.a rol en informeren gemeenteraad, mogelijkheden lokaal maatwerk en vaccinatiestrategie. ook complimenten voor vrr en ggd.",1382419468140355589,2021-04-14 19:44:19,0,Rotterdam,2021-04-14,"tonight 2nd corona accountability meeting council members and many questions about, among other things, the role and information of the municipal council, possibilities for local customization and vaccination strategy. also compliments for vrr and ggd.",0.0,0.926,0.074,0.4019,positive
5861,🇳🇱,"amsterdam, the netherlands",er is geen pandemie. covid is geen gevaar. stop de onderdrukking.,1382419396778409993,2021-04-14 19:44:02,0,Amsterdam,2021-04-14,there is no pandemic. covid is not a danger. stop the oppression.,0.148,0.538,0.314,0.3536,positive
5879,BEST of HAPPY ART,amsterdam,een lagere school docent bestierd met covid angstporno het land.,1382418802844049413,2021-04-14 19:41:41,0,Amsterdam,2021-04-14,an elementary school teacher ran the country with covid pornography.,0.0,1.0,0.0,0.0,neutral
5880,Business Partner en spotter van talenten. Heeft weinig nodig om veel te bereiken.,amsterdam,geld betalen om bij de primark te mogen winkelen... het moet niet gekker worden mensen!,1382418772523421697,2021-04-14 19:41:34,0,Amsterdam,2021-04-14,paying money to shop at the primark ... it shouldn't get any crazier people!,0.0,0.905,0.095,0.0941,positive
5881,- Creator JOBBOO - het arbeidsplatform voor iedereen - Amsterdam - https://t.co/1KRz5Up50O -,amsterdam,ik zou graag contact met je willen inzake subsidie corona snel testen.,1382418757465804804,2021-04-14 19:41:30,0,Amsterdam,2021-04-14,I would like to contact you regarding subsidy corona testing soon.,0.0,0.783,0.217,0.3612,positive
5886,"-comedian - satirisch verslaggever bij @DitisdeDag en @LangsdeLijnEO op radio1- co-presentator Makkelijk Scoren, op NPO3 -schrijft voor Zondag Met Lubach #zml",amsterdam,"rutte in 2023 na de vernietigende parlementaire enquête over de coronacrisis: ""de conclusies zijn stevig. daarom willen wij meer aandacht voor zero covid, het voorzorgsprincipe, het nieuw-zeelandse model en een indamstrategie. ik heb daar zelf radicale ideeën over.""",1382418504104677376,2021-04-14 19:40:30,66,Amsterdam,2021-04-14,"Rutte in 2023 after the devastating parliamentary inquiry into the corona crisis: ""The conclusions are firm. That is why we want more attention for zero covid, the precautionary principle, the New Zealand model and a containment strategy. I have radical ideas about that myself.""",0.172,0.801,0.027,-0.8442,negative
5901,🇳🇱,"amsterdam, the netherlands",dit is een misdadiger. er is geen pandemie. covid is geen gevaarlijk virus.,1382418009860497409,2021-04-14 19:38:32,0,Amsterdam,2021-04-14,this is a criminal. there is no pandemic. covid is not a dangerous virus.,0.326,0.525,0.149,-0.4671,negative
5917,"Uitblijven journalistieke razernij over terugkeer censuur zegt alles. Wanneer wordt de sector weer deel van de oplossing?    
Journalistiek=Waarheidsvinding","amsterdam, the netherlands","prikken ja of nee? voors en tegens van corona-vaccinatie… | * bespreekt 10 aannames gerelateerd a/d vraag ""prikken ja of nee?""👈 naar zijn actuele boek ** afl met heel goede accenten, maar (disclaimer) geen antwoord op ja of nee😉",1382417467503435787,2021-04-14 19:36:22,0,Amsterdam,2021-04-14,"prick yes or no? pros and cons of corona vaccination… | * discusses 10 assumptions related to the question ""do you think yes or no?"" 👈 to his current book ** finished with very good accents, but (disclaimer) no answer to yes or no😉",0.122,0.683,0.195,0.5583,positive
5924,"Physicist turned bitcoin developer, etc
PGP: 57FF9BDBCC301009","utrecht, the netherlands","het is wel te verdedigen: * kans dat je nog dit jaar corona krijgt op je 59e bij huidig beleid: ~100%, maar laten we zeggen 10%, dus 1% per maand * kans dat je op die leeftijd overlijdt is pakweg 1% * 1 maand uitstel betekent dus 0.01% kans te overlijden * t.o.v. 0.001% bij prik",1382417173319192582,2021-04-14 19:35:12,0,Utrecht,2021-04-14,"it can be defended: * chance that you will get corona this year at the age of 59 with current policy: ~ 100%, but let's say 10%, so 1% per month * chance that you die at that age is roughly 1% * 1 month delay means a 0.01% chance of dying * compared to 0.001% with injection",0.137,0.757,0.107,-0.5859,negative
5941,"“if the mainstream media never told you about Covid-19, would you know it even exists?” - Kaag is zo mogelijk nog enger dan Rutte","amsterdam, nederland",positief getetsten neemt flink toe ja. maar ze doen het beter dan meeste landen in europa met strikte lockdowns,1382416414582136834,2021-04-14 19:32:11,0,Amsterdam,2021-04-14,positively tested increases considerably yes. but they are doing better than most countries in europe with strict lockdowns,0.0,0.651,0.349,0.7933,positive
5950,Financial markets | Politics. 🇪🇺🇳🇱🇮🇹 #fbpe #ikstemvolt,"amsterdam, europe",sla allemaal even dit artikel op en duw het iedereen onder de neus die ook maar een poging doet om covid nu nog te bagatelliseren.,1382416242263343108,2021-04-14 19:31:30,2,Amsterdam,2021-04-14,Everyone just turn to this article and push it under the nose of anyone who makes an attempt to downplay covid right now.,0.0,1.0,0.0,0.0,neutral
5951,Schrijft. ZZP-er. Verder alles goed.,"amsterdam, berlijn",uw vriendelijke reminder dat het de heer bolsonaro nog steeds prijst om zijn ruimdenkende corona-beleid.,1382416182033137664,2021-04-14 19:31:16,2,Amsterdam,2021-04-14,your kind reminder that it still commends Mr. Bolsonaro for his open-minded corona policy.,0.0,0.793,0.207,0.5267,positive
5977,Gewoon Johan,"utrecht, nederland",in tijden van het corona virus zou je toch zeggen dat zij die ons land door deze pandemie moeten loodsen als eerste beschermd moeten worden met een vaccinatie 💉 #vvd #cdavandaag #testmaatschappij #testsamenleving,1382415039517319168,2021-04-14 19:26:44,0,Utrecht,2021-04-14,in times of the corona virus you would still say that those who have to guide our country through this pandemic should be the first to be protected with a vaccination 💉 #vvd #cdavandaag #testmaatschappij #testsociety,0.0,0.919,0.081,0.4404,positive
5978,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl","wappiemeppers: ""iemand die het vaccin weigert moet, bij covid, zijn ic-plek opgeven."" (was eerder: iemand die een mondkapje weigert). variant: ""iemand die het vaccin neemt moet 'bij bijwerking', zijn ic-plek opgeven"" maar geen enkele wappie stelt die eis. wappies zijn best lief.",1382414893400399879,2021-04-14 19:26:09,2,Amsterdam,2021-04-14,"Wappiemeppers: ""Anyone who refuses the vaccine must, at Covid, give up his IC spot."" (used to be: someone who refuses a mouth mask). variant: ""someone who takes the vaccine must indicate his IC location 'in the event of an adverse reaction',"" but no wappie makes that requirement. wappies are pretty sweet.",0.077,0.782,0.141,0.6956,positive
6006,"Nieuws uit de provincie Utrecht.
Tip ons via WhatsApp: 06 - 16 14 12 18 of via onze tiplijn: (030) 8500 500.
Voor sportnieuws volg @RTVUtrechtSport.",utrecht,inwoners baarn kunnen corona-wandelen met wethouders en burgemeester #baarn,1382414136211079170,2021-04-14 19:23:08,1,Utrecht,2021-04-14,residents of baarn can walk corona with aldermen and mayor #baarn,0.0,1.0,0.0,0.0,neutral
6018,'Don't argue with people who think their fears are facts.' ∴  Also: @RHPS_NL English Blog: https://t.co/Xqm1E4T55F Nederlands: https://t.co/zjBf1hEJGD,amsterdam,de week voorbij (een corona-dagboek),1382413848880283648,2021-04-14 19:22:00,0,Amsterdam,2021-04-14,the week passes (a corona diary),0.0,1.0,0.0,0.0,neutral
6029,Deugniet. Covfefe programmeur. Covid-19 watcher. Moron magnet. GeenStijl.,amsterdam,met luisterlinkje. moet zelf nog luisteren. 👇 bolsonaro’s corona-beleid bedreigt de hele wereld via,1382413548475846657,2021-04-14 19:20:48,10,Amsterdam,2021-04-14,with audio link. still has to listen for yourself. Bolsonaro’s corona policy is threatening the world through,0.175,0.825,0.0,-0.5267,negative
